name_problem;num_vertices;num_subgroups;num_clusters;time;profit;distance;route;subgroups_visited;method
157rat783_T100_p2;782;782;157;1963,955;35286,0;3257;[(np.int64(393)  np.int64(373))  (np.int64(373)  np.int64(333))  (np.int64(333)  np.int64(323))  (np.int64(323)  np.int64(278))  (np.int64(278)  np.int64(260))  (np.int64(260)  np.int64(253))  (np.int64(253)  np.int64(193))  (np.int64(193)  np.int64(180))  (np.int64(180)  np.int64(147))  (np.int64(147)  np.int64(141))  (np.int64(141)  np.int64(148))  (np.int64(148)  np.int64(83))  (np.int64(83)  np.int64(86))  (np.int64(86)  np.int64(68))  (np.int64(68)  np.int64(31))  (np.int64(31)  np.int64(34))  (np.int64(34)  np.int64(53))  (np.int64(53)  np.int64(61))  (np.int64(61)  np.int64(49))  (np.int64(49)  np.int64(4))  (np.int64(4)  np.int64(2))  (np.int64(2)  np.int64(76))  (np.int64(76)  np.int64(73))  (np.int64(73)  np.int64(93))  (np.int64(93)  np.int64(66))  (np.int64(66)  np.int64(45))  (np.int64(45)  np.int64(40))  (np.int64(40)  np.int64(22))  (np.int64(22)  np.int64(16))  (np.int64(16)  np.int64(0))  (np.int64(0)  np.int64(51))  (np.int64(51)  np.int64(138))  (np.int64(138)  np.int64(146))  (np.int64(146)  np.int64(150))  (np.int64(150)  np.int64(151))  (np.int64(151)  np.int64(194))  (np.int64(194)  np.int64(204))  (np.int64(204)  np.int64(238))  (np.int64(238)  np.int64(235))  (np.int64(235)  np.int64(241))  (np.int64(241)  np.int64(276))  (np.int64(276)  np.int64(288))  (np.int64(288)  np.int64(316))  (np.int64(316)  np.int64(326))  (np.int64(326)  np.int64(343))  (np.int64(343)  np.int64(342))  (np.int64(342)  np.int64(386))  (np.int64(386)  np.int64(389))  (np.int64(389)  np.int64(428))  (np.int64(428)  np.int64(444))  (np.int64(444)  np.int64(481))  (np.int64(481)  np.int64(559))  (np.int64(559)  np.int64(575))  (np.int64(575)  np.int64(560))  (np.int64(560)  np.int64(568))  (np.int64(568)  np.int64(626))  (np.int64(626)  np.int64(647))  (np.int64(647)  np.int64(651))  (np.int64(651)  np.int64(659))  (np.int64(659)  np.int64(674))  (np.int64(674)  np.int64(731))  (np.int64(731)  np.int64(735))  (np.int64(735)  np.int64(759))  (np.int64(759)  np.int64(756))  (np.int64(756)  np.int64(732))  (np.int64(732)  np.int64(765))  (np.int64(765)  np.int64(748))  (np.int64(748)  np.int64(749))  (np.int64(749)  np.int64(763))  (np.int64(763)  np.int64(752))  (np.int64(752)  np.int64(743))  (np.int64(743)  np.int64(727))  (np.int64(727)  np.int64(707))  (np.int64(707)  np.int64(669))  (np.int64(669)  np.int64(662))  (np.int64(662)  np.int64(594))  (np.int64(594)  np.int64(591))  (np.int64(591)  np.int64(603))  (np.int64(603)  np.int64(614))  (np.int64(614)  np.int64(621))  (np.int64(621)  np.int64(602))  (np.int64(602)  np.int64(586))  (np.int64(586)  np.int64(590))  (np.int64(590)  np.int64(534))  (np.int64(534)  np.int64(528))  (np.int64(528)  np.int64(514))  (np.int64(514)  np.int64(512))  (np.int64(512)  np.int64(491))  (np.int64(491)  np.int64(454))  (np.int64(454)  np.int64(459))  (np.int64(459)  np.int64(409))  (np.int64(409)  np.int64(408))  (np.int64(408)  np.int64(392))  (np.int64(392)  np.int64(345))  (np.int64(345)  np.int64(331))  (np.int64(331)  np.int64(315))  (np.int64(315)  np.int64(257))  (np.int64(257)  np.int64(239))  (np.int64(239)  np.int64(231))  (np.int64(231)  np.int64(162))  (np.int64(162)  np.int64(168))  (np.int64(168)  np.int64(156))  (np.int64(156)  np.int64(123))  (np.int64(123)  np.int64(128))  (np.int64(128)  np.int64(129))  (np.int64(129)  np.int64(188))  (np.int64(188)  np.int64(212))  (np.int64(212)  np.int64(220))  (np.int64(220)  np.int64(282))  (np.int64(282)  np.int64(281))  (np.int64(281)  np.int64(286))  (np.int64(286)  np.int64(350))  (np.int64(350)  np.int64(347))  (np.int64(347)  np.int64(363))  (np.int64(363)  np.int64(384))  (np.int64(384)  np.int64(387))  (np.int64(387)  np.int64(436))  (np.int64(436)  np.int64(463))  (np.int64(463)  np.int64(475))  (np.int64(475)  np.int64(513))  (np.int64(513)  np.int64(523))  (np.int64(523)  np.int64(552))  (np.int64(552)  np.int64(508))  (np.int64(508)  np.int64(501))  (np.int64(501)  np.int64(509))  (np.int64(509)  np.int64(480))  (np.int64(480)  np.int64(450))  (np.int64(450)  np.int64(398))  (np.int64(398)  np.int64(393))];[np.int64(0)  np.int64(763)  np.int64(123)  np.int64(428)  np.int64(40)  np.int64(68)  np.int64(512)  np.int64(83)  np.int64(282)  np.int64(594)  np.int64(260)  np.int64(373)  np.int64(626)  np.int64(590)  np.int64(436)  np.int64(647)  np.int64(765)  np.int64(759)  np.int64(93)  np.int64(347)  np.int64(749)  np.int64(333)  np.int64(129)  np.int64(752)  np.int64(575)  np.int64(534)  np.int64(220)  np.int64(350)  np.int64(552)  np.int64(278)  np.int64(523)  np.int64(756)  np.int64(193)  np.int64(513)  np.int64(212)  np.int64(4)  np.int64(45)  np.int64(674)  np.int64(568)  np.int64(559)  np.int64(392)  np.int64(398)  np.int64(387)  np.int64(168)  np.int64(444)  np.int64(748)  np.int64(66)  np.int64(591)  np.int64(408)  np.int64(286)  np.int64(735)  np.int64(409)  np.int64(156)  np.int64(150)  np.int64(288)  np.int64(651)  np.int64(326)  np.int64(31)  np.int64(162)  np.int64(463)  np.int64(147)  np.int64(603)  np.int64(475)  np.int64(34)  np.int64(389)  np.int64(732)  np.int64(138)  np.int64(363)  np.int64(386)  np.int64(731)  np.int64(231)  np.int64(146)  np.int64(459)  np.int64(528)  np.int64(707)  np.int64(2)  np.int64(22)  np.int64(659)  np.int64(238)  np.int64(253)  np.int64(743)  np.int64(662)  np.int64(614)  np.int64(602)  np.int64(141)  np.int64(276)  np.int64(204)  np.int64(151)  np.int64(481)  np.int64(315)  np.int64(491)  np.int64(621)  np.int64(560)  np.int64(514)  np.int64(257)  np.int64(235)  np.int64(384)  np.int64(342)  np.int64(61)  np.int64(508)  np.int64(393)  np.int64(188)  np.int64(480)  np.int64(586)  np.int64(180)  np.int64(53)  np.int64(316)  np.int64(281)  np.int64(669)  np.int64(73)  np.int64(49)  np.int64(450)  np.int64(239)  np.int64(51)  np.int64(16)  np.int64(509)  np.int64(727)  np.int64(76)  np.int64(128)  np.int64(86)  np.int64(454)  np.int64(501)  np.int64(323)  np.int64(194)  np.int64(343)  np.int64(241)  np.int64(148)  np.int64(331)  np.int64(345)  np.int64(0)];COPS-TABU
